xmn,xmx,ymn,ymx,conf,filename,confmat,tru_box,pred_class,tru_class
4670,4694,1061,1092,0.371335268,Z108_Img00297.jpg,FP,,1,0
3369,3453,904,995,0.501195014,Z108_Img00297.jpg,FP,,1,0
4379,4417,0,35,0.409730762,Z108_Img00297.jpg,FP,,1,0
7193,7234,3138,3172,0.494794011,Z108_Img00297.jpg,FP,,1,0
7255,7296,3164,3203,0.490677863,Z108_Img00297.jpg,FP,,1,0
1785,1824,1223,1252,0.489359707,Z108_Img00297.jpg,FP,,1,0
1118,1148,2049,2088,0.470388949,Z108_Img00297.jpg,FP,,1,0
4991,5017,1278,1309,0.467333496,Z108_Img00297.jpg,FP,,1,0
4437,4481,932,967,0.466937155,Z108_Img00297.jpg,FP,,1,0
5485,5554,1439,1474,0.241943642,Z108_Img00297.jpg,FP,,1,0
6201,6241,3328,3369,0.462201416,Z108_Img00297.jpg,FP,,1,0
6527,6553,2012,2048,0.454366267,Z108_Img00297.jpg,FP,,1,0
5117,5149,1186,1226,0.448759139,Z108_Img00297.jpg,FP,,1,0
272,302,3428,3461,0.430099636,Z108_Img00297.jpg,FP,,1,0
1151,1179,2116,2144,0.417907804,Z108_Img00297.jpg,FP,,1,0
7098,7135,1244,1283,0.409778088,Z108_Img00297.jpg,FP,,1,0
3314,3341,2408,2433,0.387466371,Z108_Img00297.jpg,FP,,1,0
710,792,3925,4015,0.42841362,Z108_Img00297.jpg,FP,,1,0
7262,7296,607,647,0.448061436,Z108_Img00387.jpg,FP,,1,0
63,90,3944,3994,0.423864871,Z108_Img00387.jpg,FP,,1,0
96,122,3979,4023,0.299884081,Z108_Img00387.jpg,FP,,1,0
4479,4507,223,256,0.479776174,Z108_Img00592.jpg,FP,,1,0
1956,2041,588,667,0.513187875,Z108_Img00592.jpg,FP,,1,0
3119,3183,3041,3075,0.232068196,Z108_Img00683.jpg,FP,,1,0
315,395,589,673,0.371056497,Z108_Img00683.jpg,TP,xmin: 306; xmax:390; ymin: 586; ymax: 679,1,4
4,73,942,1021,0.403443579,Z108_Img00684.jpg,TP,xmin: 7; xmax:81; ymin: 926; ymax: 1018,1,4
359,444,1900,1979,0.520004044,Z108_Img00684.jpg,TP,xmin: 362; xmax:445; ymin: 1875; ymax: 1975,1,4
1353,1436,412,492,0.395403483,Z108_Img00684.jpg,TP,xmin: 1362; xmax:1440; ymin: 420; ymax: 489,1,4
517,602,202,281,0.54911983,Z108_Img00684.jpg,TP,xmin: 526; xmax:598; ymin: 182; ymax: 301,1,4
766,796,3365,3397,0.253308833,Z108_Img00685.jpg,FP,,1,0
452,537,3153,3232,0.520855337,Z108_Img00685.jpg,TP,xmin: 448; xmax:533; ymin: 3143; ymax: 3246,1,4
69,153,2223,2301,0.516122093,Z108_Img00685.jpg,TP,xmin: 70; xmax:152; ymin: 2209; ymax: 2304,1,4
1445,1529,1707,1786,0.517183453,Z108_Img00685.jpg,TP,xmin: 1447; xmax:1521; ymin: 1706; ymax: 1777,1,4
612,697,1487,1566,0.470228026,Z108_Img00685.jpg,TP,xmin: 612; xmax:683; ymin: 1476; ymax: 1584,1,4
1337,1419,1134,1219,0.429405476,Z108_Img00685.jpg,TP,xmin: 1317; xmax:1418; ymin: 1127; ymax: 1213,1,4
5426,5453,68,87,0.207061008,Z108_Img00686.jpg,FP,,1,0
129,150,3964,4002,0.236184016,Z108_Img00686.jpg,FP,,1,0
7278,7312,4262,4307,0.36905238,Z108_Img00686.jpg,FP,,1,0
645,730,4381,4460,0.539616108,Z108_Img00686.jpg,FP,,1,0
263,351,3456,3539,0.291991981,Z108_Img00686.jpg,TP,xmin: 275; xmax:356; ymin: 3446; ymax: 3540,1,4
1637,1722,2956,3034,0.543180734,Z108_Img00686.jpg,TP,xmin: 1637; xmax:1713; ymin: 2962; ymax: 3038,1,4
1526,1617,2398,2489,0.360673055,Z108_Img00686.jpg,TP,xmin: 1519; xmax:1622; ymin: 2389; ymax: 2483,1,4
805,890,2737,2816,0.55680414,Z108_Img00686.jpg,TP,xmin: 809; xmax:885; ymin: 2726; ymax: 2842,1,4
1669,1754,3599,3678,0.509924044,Z108_Img00687.jpg,TP,xmin: 1655; xmax:1755; ymin: 3582; ymax: 3675,1,4
0,62,2198,2293,1,Z108_Img00687.jpg,FN,,0,4
1765,1850,4131,4210,0.559642196,Z108_Img00687.jpg,TP,xmin: 1775; xmax:1847; ymin: 4142; ymax: 4218,1,4
422,505,4628,4707,0.359942594,Z108_Img00687.jpg,TP,xmin: 422; xmax:511; ymin: 4614; ymax: 4709,1,4
952,1040,3928,4011,0.424158941,Z108_Img00687.jpg,TP,xmin: 957; xmax:1027; ymin: 3914; ymax: 4030,1,4
4,23,2071,2147,1,Z108_Img00687.jpg,FN,,0,4
5017,5057,3128,3169,0.487711936,Z108_Img00747.jpg,FP,,1,0
3408,3535,3682,3807,0.226548031,Z108_Img00747.jpg,FP,,1,0
3435,3507,3710,3776,0.274175748,Z108_Img00747.jpg,FP,,1,0
5406,5434,3462,3488,0.205549419,Z108_Img00747.jpg,FP,,1,0
3573,3594,4727,4757,0.389529914,Z108_Img00747.jpg,FP,,1,0
3645,3674,3952,3981,0.334574938,Z108_Img00747.jpg,FP,,1,0
4890,4930,3112,3152,0.388069421,Z108_Img00747.jpg,FP,,1,0
5019,5056,3104,3143,0.317943484,Z108_Img00747.jpg,FP,,1,0
2236,2268,3107,3140,0.266013116,Z108_Img00747.jpg,FP,,1,0
2548,2595,4421,4471,0.493095577,Z108_Img00747.jpg,FP,,1,0
2548,2621,419,514,0.224383652,Z108_Img00765.jpg,FP,,1,0
4428,4499,4594,4632,0.226867154,Z108_Img00765.jpg,FP,,1,0
2514,2640,405,532,0.216806188,Z108_Img00765.jpg,FP,,1,0
3052,3090,4495,4533,0.345214576,Z108_Img00765.jpg,FP,,1,0
2847,2874,4246,4266,0.254348338,Z108_Img00765.jpg,FP,,1,0
5521,5646,4293,4418,0.25984475,Z108_Img00765.jpg,FP,,1,0
3024,3151,565,690,0.270910174,Z108_Img00765.jpg,FP,,1,0
3696,3823,3685,3811,0.281587631,Z108_Img00765.jpg,FP,,1,0
177,302,243,368,0.261624992,Z108_Img00765.jpg,FP,,1,0
4979,5004,327,348,0.324153602,Z108_Img00765.jpg,FP,,1,0
3724,3799,3711,3781,0.311875403,Z108_Img00765.jpg,FP,,1,0
3162,3201,4075,4117,0.23022832,Z108_Img00765.jpg,FP,,1,0
30,55,2780,2813,0.426061958,Z108_Img00765.jpg,FP,,1,0
3051,3123,593,660,0.332145214,Z108_Img00765.jpg,FP,,1,0
206,271,258,327,0.361666329,Z108_Img00765.jpg,TP,xmin: 212; xmax:258; ymin: 251; ymax: 324,1,2
1189,1273,652,731,0.487910936,Z108_Img00765.jpg,TP,xmin: 1190; xmax:1257; ymin: 643; ymax: 705,1,2
3303,3386,1322,1398,0.312277471,Z108_Img00765.jpg,FP,,1,0
3517,3583,4404,4434,0.207887575,Z108_Img00765.jpg,FP,,1,0
5553,5626,4322,4388,0.31156823,Z108_Img00765.jpg,FP,,1,0
3291,3326,4237,4276,0.487403095,Z108_Img00765.jpg,FP,,1,0
3056,3183,4779,4905,0.361953437,Z108_Img00766.jpg,FP,,1,0
3661,3729,4661,4694,0.200254306,Z108_Img00766.jpg,FP,,1,0
6950,7032,1734,1823,0.382424295,Z108_Img00766.jpg,FP,,1,0
3411,3435,0,26,0.319534957,Z108_Img00766.jpg,FP,,1,0
112,239,1016,1141,0.299493164,Z108_Img00766.jpg,FP,,1,0
3537,3662,4486,4612,0.276615173,Z108_Img00766.jpg,FP,,1,0
2719,2821,4700,4788,0.259573787,Z108_Img00766.jpg,FP,,1,0
1525,1569,4757,4792,0.260734707,Z108_Img00766.jpg,FP,,1,0
6653,6685,4271,4307,0.202597111,Z108_Img00766.jpg,FP,,1,0
3570,3627,4514,4582,0.33521086,Z108_Img00766.jpg,FP,,1,0
140,210,1044,1112,0.38749966,Z108_Img00766.jpg,TP,xmin: 144; xmax:189; ymin: 1022; ymax: 1093,1,4
6726,6808,615,705,0.413956424,Z108_Img00766.jpg,FP,,1,0
2982,3065,1350,1440,0.442279468,Z108_Img00766.jpg,FP,,1,0
7213,7281,885,948,0.235482052,Z108_Img00766.jpg,FP,,1,0
1883,1917,383,413,0.484933138,Z108_Img00766.jpg,FP,,1,0
3441,3498,27,84,0.322636098,Z108_Img00766.jpg,FP,,1,0
3082,3157,4807,4876,0.417152077,Z108_Img00766.jpg,FP,,1,0
1125,1209,1417,1496,0.540732582,Z108_Img00766.jpg,TP,xmin: 1128; xmax:1195; ymin: 1418; ymax: 1479,1,2
5329,5454,4841,4912,0.255521715,Z108_Img00767.jpg,FP,,1,0
3568,3694,855,980,0.227426291,Z108_Img00767.jpg,FP,,1,0
2224,2350,4487,4613,0.252219409,Z108_Img00767.jpg,FP,,1,0
3647,3670,1311,1335,0.24407497,Z108_Img00767.jpg,FP,,1,0
6993,7118,2200,2326,0.257846564,Z108_Img00767.jpg,FP,,1,0
2256,2329,4502,4596,0.263879657,Z108_Img00767.jpg,FP,,1,0
6888,6969,1448,1537,0.280404652,Z108_Img00767.jpg,FP,,1,0
1787,1826,4113,4148,0.353850633,Z108_Img00767.jpg,FP,,1,0
7226,7262,3408,3443,0.370208323,Z108_Img00767.jpg,FP,,1,0
2374,2456,229,318,0.331622769,Z108_Img00767.jpg,FP,,1,0
3085,3153,836,869,0.222768456,Z108_Img00767.jpg,FP,,1,0
305,431,1845,1971,0.398923755,Z108_Img00767.jpg,FP,,1,0
2404,2489,4356,4434,0.43647034,Z108_Img00767.jpg,FP,,1,0
0,115,1878,2005,0.469094992,Z108_Img00767.jpg,FP,,1,0
1222,1305,4151,4242,0.478825221,Z108_Img00767.jpg,FP,,1,0
3615,3675,890,952,0.334472855,Z108_Img00767.jpg,FP,,1,0
1318,1401,2250,2339,0.53294305,Z108_Img00767.jpg,TP,xmin: 1319; xmax:1394; ymin: 2252; ymax: 2313,1,2
330,404,1872,1943,0.466896161,Z108_Img00767.jpg,TP,xmin: 339; xmax:389; ymin: 1854; ymax: 1925,1,2
15,93,1902,1977,0.620940983,Z108_Img00767.jpg,TP,xmin: 40; xmax:85; ymin: 1899; ymax: 1967,1,2
7020,7093,2216,2308,0.279342085,Z108_Img00767.jpg,FP,,1,0
5355,5427,4869,4912,0.306561708,Z108_Img00767.jpg,FP,,1,0
488,571,2724,2814,0.523758352,Z108_Img00768.jpg,TP,xmin: 506; xmax:562; ymin: 2725; ymax: 2795,1,2
198,281,2757,2846,0.573052168,Z108_Img00768.jpg,TP,xmin: 214; xmax:266; ymin: 2762; ymax: 2829,1,2
1483,1566,3111,3200,0.484689722,Z108_Img00768.jpg,TP,xmin: 1501; xmax:1566; ymin: 3110; ymax: 3173,1,2
3772,3805,1752,1801,0.486859918,Z108_Img00768.jpg,FP,,1,0
4667,4705,66,94,0.473981827,Z108_Img00768.jpg,FP,,1,0
7142,7225,3016,3106,0.419065148,Z108_Img00768.jpg,FP,,1,0
5692,5722,644,675,0.487634361,Z108_Img00768.jpg,FP,,1,0
4143,4176,3525,3560,0.407929152,Z108_Img00768.jpg,FP,,1,0
2225,2254,2081,2111,0.348195672,Z108_Img00768.jpg,FP,,1,0
7008,7107,2271,2381,0.276996568,Z108_Img00768.jpg,FP,,1,0
127,156,1501,1541,0.226981282,Z108_Img00768.jpg,FP,,1,0
5521,5647,277,403,0.220229536,Z108_Img00769.jpg,FP,,1,0
5555,5628,290,385,0.229625493,Z108_Img00769.jpg,FP,,1,0
4191,4219,4338,4369,0.372669399,Z108_Img00769.jpg,FP,,1,0
5726,5757,1483,1519,0.394364744,Z108_Img00769.jpg,FP,,1,0
7046,7128,3085,3174,0.390195678,Z108_Img00769.jpg,FP,,1,0
5024,5046,4695,4721,0.456632584,Z108_Img00769.jpg,FP,,1,0
4868,4954,395,473,0.452770233,Z108_Img00769.jpg,FP,,1,0
2555,2589,61,98,0.490697891,Z108_Img00769.jpg,FP,,1,0
3622,3705,4574,4664,0.484881192,Z108_Img00769.jpg,FP,,1,0
2825,2902,305,379,0.564035714,Z108_Img00769.jpg,FP,,1,0
1578,1651,3934,4004,0.485686108,Z108_Img00769.jpg,TP,xmin: 1570; xmax:1638; ymin: 3923; ymax: 3986,1,2
574,645,3536,3612,0.410824277,Z108_Img00769.jpg,TP,xmin: 582; xmax:633; ymin: 3534; ymax: 3603,1,2
262,345,3563,3653,0.610931307,Z108_Img00769.jpg,TP,xmin: 286; xmax:336; ymin: 3568; ymax: 3635,1,2
2802,2928,277,404,0.460246831,Z108_Img00769.jpg,FP,,1,0
2688,2747,281,339,0.238700375,Z108_Img00770.jpg,FP,,1,0
324,409,4322,4400,0.512800038,Z108_Img00770.jpg,TP,xmin: 338; xmax:383; ymin: 4324; ymax: 4393,1,2
617,694,4298,4372,0.545221478,Z108_Img00770.jpg,TP,xmin: 633; xmax:680; ymin: 4300; ymax: 4369,1,2
1606,1688,4698,4787,0.52989613,Z108_Img00770.jpg,TP,xmin: 1609; xmax:1674; ymin: 4700; ymax: 4762,1,2
742,825,132,221,0.478934149,Z108_Img00770.jpg,FP,,1,0
2650,2686,892,935,0.489951283,Z108_Img00770.jpg,FP,,1,0
2719,2749,223,255,0.316386759,Z108_Img00770.jpg,FP,,1,0
2336,2362,3723,3744,0.221870273,Z108_Img00770.jpg,FP,,1,0
3869,3902,3424,3468,0.463838577,Z108_Img00770.jpg,FP,,1,0
3677,3710,219,256,0.304109573,Z108_Img00770.jpg,FP,,1,0
5268,5291,4441,4461,0.356244773,Z108_Img00770.jpg,FP,,1,0
593,720,4265,4392,0.458365232,Z108_Img00770.jpg,FP,,1,0
1002,1076,46,114,0.329643935,Z108_Img00770.jpg,FP,,1,0
2897,3022,1145,1269,0.21349743,Z108_Img00770.jpg,FP,,1,0
976,1103,20,146,0.282889694,Z108_Img00770.jpg,FP,,1,0
2925,2992,1175,1238,0.310139194,Z108_Img00770.jpg,FP,,1,0
5456,5529,2929,2995,0.295874953,Z108_Img01012.jpg,FP,,1,0
3642,3682,4722,4761,0.48758769,Z108_Img01012.jpg,FP,,1,0
1340,1365,4688,4725,0.244912222,Z108_Img01012.jpg,FP,,1,0
3807,3836,4361,4398,0.42733264,Z108_Img01012.jpg,FP,,1,0
2864,2895,3204,3231,0.426412553,Z108_Img01012.jpg,FP,,1,0
3521,3542,4413,4455,0.395524055,Z108_Img01012.jpg,FP,,1,0
2498,2519,4722,4762,0.385400683,Z108_Img01012.jpg,FP,,1,0
3437,3474,4371,4405,0.384527385,Z108_Img01012.jpg,FP,,1,0
993,1016,2373,2397,0.32751596,Z108_Img01012.jpg,FP,,1,0
3442,3469,4397,4427,0.205488622,Z108_Img01012.jpg,FP,,1,0
4835,4857,382,407,0.203096926,Z108_Img01012.jpg,FP,,1,0
1094,1177,2534,2624,0.469511797,Z108_Img01012.jpg,FP,,1,0
5425,5550,2900,3025,0.237977877,Z108_Img01012.jpg,FP,,1,0
1163,1204,1125,1160,0.486770242,Z108_Img01032.jpg,FP,,1,0
717,786,190,226,0.235605568,Z108_Img01032.jpg,FP,,1,0
4574,4602,934,962,0.332196206,Z108_Img01032.jpg,FP,,1,0
4222,4256,2976,2999,0.304438144,Z108_Img01032.jpg,FP,,1,0
2747,2783,1060,1096,0.287714124,Z108_Img01032.jpg,FP,,1,0
1279,1306,1826,1860,0.355710983,Z110_Img01833.jpg,FP,,1,0
5786,5824,3275,3318,0.480874628,Z110_Img01833.jpg,FP,,1,0
216,248,768,802,0.412464857,Z110_Img01833.jpg,FP,,1,0
5758,5789,3332,3366,0.484846801,Z110_Img01833.jpg,FP,,1,0
5087,5114,4788,4814,0.354064614,Z110_Img01868.jpg,FP,,1,0
5664,5688,3463,3484,0.302241862,Z110_Img01868.jpg,FP,,1,0
26,58,577,606,0.273315817,Z110_Img01868.jpg,FP,,1,0
2850,2872,4408,4432,0.240820438,Z110_Img01868.jpg,FP,,1,0
577,599,3855,3877,0.205299973,Z110_Img01868.jpg,FP,,1,0
1489,1518,1539,1566,0.384446055,Z110_Img01868.jpg,FP,,1,0
476,506,706,739,0.401591957,Z110_Img01868.jpg,FP,,1,0
3999,4026,737,770,0.471087873,Z110_Img01868.jpg,FP,,1,0
545,566,3792,3815,0.448787481,Z110_Img01868.jpg,FP,,1,0
3362,3384,1030,1057,0.352778077,Z110_Img01868.jpg,FP,,1,0
1008,1135,436,561,0.304282755,Z110_Img01868.jpg,FP,,1,0
1034,1108,464,532,0.361735985,Z110_Img01868.jpg,FP,,1,0
3225,3265,57,92,0.487928778,Z110_Img01868.jpg,FP,,1,0
4161,4182,3790,3814,0.427744657,Z110_Img01868.jpg,FP,,1,0
158,185,619,635,0.343717277,Z110_Img01868.jpg,FP,,1,0
2205,2236,612,643,0.48961997,Z110_Img01913.jpg,FP,,1,0
2361,2392,579,606,0.401826322,Z110_Img01913.jpg,FP,,1,0
4343,4375,92,138,1,Z110_Img01913.jpg,FN,,0,4
4892,4924,1248,1271,0.2240199,Z110_Img01913.jpg,FP,,1,0
4827,4860,610,641,0.255722165,Z110_Img01913.jpg,FP,,1,0
2080,2106,579,611,0.315795958,Z110_Img01913.jpg,FP,,1,0
5023,5050,1825,1853,0.367996484,Z110_Img01913.jpg,FP,,1,0
1947,1983,543,581,0.4325746,Z110_Img01913.jpg,FP,,1,0
2412,2444,611,644,0.43679896,Z110_Img01913.jpg,FP,,1,0
3478,3525,2553,2591,0.452712864,Z110_Img01913.jpg,FP,,1,0
1566,1597,318,354,0.211904541,Z110_Img01913.jpg,FP,,1,0
1863,1945,4505,4593,0.508747151,Z110_Img01913.jpg,FP,,1,0
3807,3835,451,490,0.436819404,Z110_Img01914.jpg,TP,xmin: 3806; xmax:3835; ymin: 461; ymax: 502,1,4
2577,2606,1410,1436,0.233199254,Z110_Img01914.jpg,FP,,1,0
2044,2080,1372,1412,0.48878938,Z110_Img01914.jpg,FP,,1,0
5499,5525,2312,2333,0.262817979,Z110_Img01914.jpg,FP,,1,0
1214,1242,609,640,0.476498634,Z110_Img01914.jpg,FP,,1,0
4970,5045,4224,4294,0.398354813,Z110_Img01914.jpg,FP,,1,0
2300,2333,1440,1474,0.43595013,Z110_Img01914.jpg,FP,,1,0
1855,1882,1276,1306,0.423005402,Z110_Img01914.jpg,FP,,1,0
4477,4510,808,831,0.390685558,Z110_Img01914.jpg,FP,,1,0
4944,5071,4196,4322,0.352061868,Z110_Img01914.jpg,FP,,1,0
2458,2492,1419,1446,0.336038768,Z110_Img01914.jpg,FP,,1,0
2196,2219,1431,1471,0.305700094,Z110_Img01914.jpg,FP,,1,0
3579,3605,443,485,0.36527741,Z110_Img01914.jpg,TP,xmin: 3569; xmax:3594; ymin: 431; ymax: 478,1,4
160,187,732,766,0.279643834,Z110_Img01914.jpg,FP,,1,0
3552,3579,1536,1566,0.273003131,Z110_Img01914.jpg,FP,,1,0
1984,2011,1379,1404,0.271358997,Z110_Img01914.jpg,FP,,1,0
2294,2365,2691,2783,0.204395607,Z110_Img01914.jpg,FP,,1,0
4463,4496,2046,2081,0.204726979,Z110_Img01914.jpg,FP,,1,0
1791,1817,3269,3295,0.202159524,Z110_Img01914.jpg,FP,,1,0
3942,3986,497,520,1,Z110_Img01914.jpg,FN,,0,4
4484,4519,797,815,1,Z110_Img01914.jpg,FN,,0,4
4444,4475,945,988,1,Z110_Img01914.jpg,FN,,0,4
3932,3958,505,543,0.320395201,Z110_Img01914.jpg,TP,xmin: 3925; xmax:3950; ymin: 497; ymax: 536,1,4
5488,5517,3653,3678,0.472370803,Z110_Img01915.jpg,FP,,1,0
5104,5135,3988,4015,0.477413297,Z110_Img01915.jpg,FP,,1,0
1446,1529,4571,4660,0.476420999,Z110_Img01915.jpg,FP,,1,0
2077,2109,2687,2723,0.487246424,Z110_Img01915.jpg,FP,,1,0
4504,4548,2154,2176,0.222130701,Z110_Img01915.jpg,TP,xmin: 4514; xmax:4554; ymin: 2160; ymax: 2187,1,4
3616,3641,1788,1828,0.486383408,Z110_Img01915.jpg,TP,xmin: 3613; xmax:3640; ymin: 1782; ymax: 1827,1,4
2333,2365,2749,2780,0.481310576,Z110_Img01915.jpg,FP,,1,0
2350,2416,4565,4596,0.238274112,Z110_Img01915.jpg,FP,,1,0
4607,4634,4177,4213,0.443477422,Z110_Img01915.jpg,FP,,1,0
3803,3842,4783,4819,0.428176492,Z110_Img01915.jpg,FP,,1,0
2489,2522,2729,2756,0.29149279,Z110_Img01915.jpg,FP,,1,0
4542,4570,1246,1274,0.466475576,Z110_Img01915.jpg,FP,,1,0
2554,2587,2757,2787,0.267515123,Z110_Img01915.jpg,FP,,1,0
1280,1303,1895,1924,0.233139008,Z110_Img01915.jpg,FP,,1,0
4464,4494,3394,3425,0.208957314,Z110_Img01915.jpg,FP,,1,0
3849,3878,1820,1856,1,Z110_Img01915.jpg,FN,,0,4
1580,1650,3724,3763,0.213163808,Z110_Img01915.jpg,FP,,1,0
3968,3989,1856,1895,1,Z110_Img01915.jpg,FN,,0,4
3985,4025,1856,1881,1,Z110_Img01915.jpg,FN,,0,4
4472,4500,2309,2348,1,Z110_Img01915.jpg,FN,,0,4
4191,4237,846,874,1,Z110_Img01915.jpg,FN,,0,4
4544,4569,4170,4208,0.423861831,Z110_Img01915.jpg,FP,,1,0
4506,4547,2178,2200,0.306233734,Z110_Img01915.jpg,FP,,1,0
26,58,2594,2614,0.286380023,Z110_Img01916.jpg,FP,,1,0
2013,2047,3362,3400,0.423784614,Z110_Img01916.jpg,FP,,1,0
1215,1241,2586,2615,0.376938283,Z110_Img01916.jpg,FP,,1,0
3681,3705,4634,4654,0.375013232,Z110_Img01916.jpg,FP,,1,0
1952,1977,3367,3391,0.283067137,Z110_Img01916.jpg,FP,,1,0
4396,4424,3066,3109,1,Z110_Img01916.jpg,FN,,0,4
1083,1112,91,118,0.255098879,Z110_Img01916.jpg,FP,,1,0
2557,2588,3395,3424,0.231358409,Z110_Img01916.jpg,FP,,1,0
3908,3931,2611,2650,1,Z110_Img01916.jpg,FN,,0,4
3925,3962,2612,2637,1,Z110_Img01916.jpg,FN,,0,4
192,218,2659,2686,0.442634076,Z110_Img01916.jpg,FP,,1,0
4158,4209,1624,1654,1,Z110_Img01916.jpg,FN,,0,4
1629,1666,3135,3177,0.264528394,Z110_Img01916.jpg,FP,,1,0
4959,4991,4728,4756,0.445338845,Z110_Img01916.jpg,FP,,1,0
2413,2444,3431,3455,0.407618463,Z110_Img01916.jpg,FP,,1,0
4441,4481,2922,2939,0.25775215,Z110_Img01916.jpg,TP,xmin: 4443; xmax:4484; ymin: 2926; ymax: 2947,1,4
3551,3577,2536,2579,0.430313379,Z110_Img01916.jpg,TP,xmin: 3556; xmax:3584; ymin: 2533; ymax: 2574,1,4
3795,3820,2584,2615,0.244259611,Z110_Img01916.jpg,TP,xmin: 3790; xmax:3819; ymin: 2571; ymax: 2609,1,4
2524,2557,3427,3456,0.474193603,Z110_Img01916.jpg,FP,,1,0
2269,2301,3461,3492,0.482236117,Z110_Img01916.jpg,FP,,1,0
4346,4384,4110,4151,0.476852655,Z110_Img01916.jpg,FP,,1,0
4340,4363,3919,3951,0.200704023,Z110_Img01917.jpg,TP,xmin: 4334; xmax:4366; ymin: 3908; ymax: 3957,1,4
3489,3513,3408,3449,0.229503676,Z110_Img01917.jpg,TP,xmin: 3497; xmax:3520; ymin: 3407; ymax: 3444,1,4
6970,7007,312,354,0.485481292,Z110_Img01917.jpg,FP,,1,0
3441,3470,4437,4468,0.471357763,Z110_Img01917.jpg,FP,,1,0
4382,4424,3771,3789,1,Z110_Img01917.jpg,FN,,0,4
3727,3756,3439,3476,1,Z110_Img01917.jpg,FN,,0,4
4080,4128,2512,2539,1,Z110_Img01917.jpg,FN,,0,4
4072,4104,2380,2417,1,Z110_Img01917.jpg,FN,,0,4
3862,3901,3478,3499,1,Z110_Img01917.jpg,FN,,0,4
3846,3867,3473,3513,1,Z110_Img01917.jpg,FN,,0,4
1467,1505,2881,2910,0.263550282,Z110_Img02087.jpg,FP,,1,0
830,857,3426,3458,0.270876169,Z110_Img02087.jpg,FP,,1,0
2559,2586,868,903,0.325571358,Z110_Img02087.jpg,FP,,1,0
5964,6033,2133,2196,0.227570988,Z110_Img02087.jpg,FP,,1,0
1496,1536,239,266,0.350351274,Z110_Img02087.jpg,TP,xmin: 1482; xmax:1531; ymin: 238; ymax: 267,1,4
1227,1268,225,250,0.344878942,Z110_Img02087.jpg,TP,xmin: 1219; xmax:1278; ymin: 214; ymax: 252,1,4
793,831,446,475,0.485716194,Z110_Img02087.jpg,TP,xmin: 778; xmax:834; ymin: 445; ymax: 480,1,4
632,678,671,699,0.493958443,Z110_Img02087.jpg,TP,xmin: 634; xmax:697; ymin: 671; ymax: 700,1,4
910,950,1588,1606,1,Z110_Img02088.jpg,FN,,0,4
902,953,1576,1598,1,Z110_Img02088.jpg,FN,,0,4
4897,4924,484,506,0.436009228,Z110_Img02088.jpg,FP,,1,0
255,283,2524,2560,0.356968582,Z110_Img02088.jpg,FP,,1,0
787,829,1793,1818,0.361162126,Z110_Img02088.jpg,TP,xmin: 763; xmax:818; ymin: 1793; ymax: 1814,1,4
1598,1632,3951,3980,0.480158538,Z110_Img02088.jpg,FP,,1,0
